2024-08-09 19:25:26,292 INFO    StreamThr :288072 [internal.py:wandb_internal():85] W&B internal server running at pid: 288072, started at: 2024-08-09 19:25:26.292283
2024-08-09 19:25:26,293 DEBUG   HandlerThread:288072 [handler.py:handle_request():158] handle_request: status
2024-08-09 19:25:26,295 INFO    WriterThread:288072 [datastore.py:open_for_write():87] open: /home/denis/Desktop/server-graph-models/new_HGNN/wandb/run-20240809_192526-tgs5rvuy/run-tgs5rvuy.wandb
2024-08-09 19:25:26,295 DEBUG   SenderThread:288072 [sender.py:send():379] send: header
2024-08-09 19:25:26,313 DEBUG   SenderThread:288072 [sender.py:send():379] send: run
2024-08-09 19:25:26,758 INFO    SenderThread:288072 [dir_watcher.py:__init__():211] watching files in: /home/denis/Desktop/server-graph-models/new_HGNN/wandb/run-20240809_192526-tgs5rvuy/files
2024-08-09 19:25:26,758 INFO    SenderThread:288072 [sender.py:_start_run_threads():1188] run started: tgs5rvuy with start time 1723224326.292319
2024-08-09 19:25:26,764 DEBUG   HandlerThread:288072 [handler.py:handle_request():158] handle_request: check_version
2024-08-09 19:25:26,764 DEBUG   SenderThread:288072 [sender.py:send_request():406] send_request: check_version
2024-08-09 19:25:26,820 DEBUG   HandlerThread:288072 [handler.py:handle_request():158] handle_request: run_start
2024-08-09 19:25:27,963 DEBUG   HandlerThread:288072 [system_info.py:__init__():26] System info init
2024-08-09 19:25:27,963 DEBUG   HandlerThread:288072 [system_info.py:__init__():41] System info init done
2024-08-09 19:25:27,964 INFO    HandlerThread:288072 [system_monitor.py:start():194] Starting system monitor
2024-08-09 19:25:27,964 INFO    SystemMonitor:288072 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-09 19:25:27,964 INFO    HandlerThread:288072 [system_monitor.py:probe():214] Collecting system info
2024-08-09 19:25:27,964 INFO    SystemMonitor:288072 [interfaces.py:start():188] Started cpu monitoring
2024-08-09 19:25:27,965 INFO    SystemMonitor:288072 [interfaces.py:start():188] Started disk monitoring
2024-08-09 19:25:27,965 INFO    SystemMonitor:288072 [interfaces.py:start():188] Started gpu monitoring
2024-08-09 19:25:27,966 INFO    SystemMonitor:288072 [interfaces.py:start():188] Started memory monitoring
2024-08-09 19:25:27,967 INFO    SystemMonitor:288072 [interfaces.py:start():188] Started network monitoring
2024-08-09 19:25:27,973 DEBUG   HandlerThread:288072 [system_info.py:probe():152] Probing system
2024-08-09 19:25:27,979 DEBUG   HandlerThread:288072 [system_info.py:_probe_git():137] Probing git
2024-08-09 19:25:27,994 DEBUG   HandlerThread:288072 [system_info.py:_probe_git():145] Probing git done
2024-08-09 19:25:27,994 DEBUG   HandlerThread:288072 [system_info.py:probe():200] Probing system done
2024-08-09 19:25:27,994 DEBUG   HandlerThread:288072 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-44-generic-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-08-09T17:25:27.973140', 'startedAt': '2024-08-09T17:25:26.280322', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/denis/Desktop/server-graph-models/new_HGNN/main_pend.py', 'codePathLocal': 'main_pend.py', 'codePath': 'new_HGNN/main_pend.py', 'git': {'remote': 'https://git.ias.informatik.tu-darmstadt.de/andric/server-graph-models.git', 'commit': '3142703f37aec4a602d3831962d9bf1aad071aad'}, 'email': 'andridenis@gmail.com', 'root': '/home/denis/Desktop/server-graph-models', 'host': 'denis-ROG-Strix-G713QM-G713QM', 'username': 'denis', 'executable': '/home/denis/anaconda3/envs/dgl_hnn/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2656.9601250000005, 'min': 400.0, 'max': 4890.0}, 'cpu_freq_per_core': [{'current': 4032.193, 'min': 400.0, 'max': 4890.0}, {'current': 400.0, 'min': 400.0, 'max': 4890.0}, {'current': 4272.789, 'min': 400.0, 'max': 4890.0}, {'current': 400.0, 'min': 400.0, 'max': 4890.0}, {'current': 4490.654, 'min': 400.0, 'max': 4890.0}, {'current': 3525.591, 'min': 400.0, 'max': 4890.0}, {'current': 3663.431, 'min': 400.0, 'max': 4890.0}, {'current': 3612.49, 'min': 400.0, 'max': 4890.0}, {'current': 4123.372, 'min': 400.0, 'max': 4890.0}, {'current': 400.0, 'min': 400.0, 'max': 4890.0}, {'current': 4230.765, 'min': 400.0, 'max': 4890.0}, {'current': 3874.527, 'min': 400.0, 'max': 4890.0}, {'current': 4497.153, 'min': 400.0, 'max': 4890.0}, {'current': 4502.074, 'min': 400.0, 'max': 4890.0}, {'current': 4108.796, 'min': 400.0, 'max': 4890.0}, {'current': 400.0, 'min': 400.0, 'max': 4890.0}], 'disk': {'/': {'total': 163.2414779663086, 'used': 125.05005264282227}}, 'gpu': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 15.035839080810547}}
2024-08-09 19:25:27,994 INFO    HandlerThread:288072 [system_monitor.py:probe():224] Finished collecting system info
2024-08-09 19:25:27,994 INFO    HandlerThread:288072 [system_monitor.py:probe():227] Publishing system info
2024-08-09 19:25:27,994 DEBUG   HandlerThread:288072 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-08-09 19:25:28,760 INFO    Thread-12 :288072 [dir_watcher.py:_on_file_created():271] file/dir created: /home/denis/Desktop/server-graph-models/new_HGNN/wandb/run-20240809_192526-tgs5rvuy/files/conda-environment.yaml
2024-08-09 19:25:29,266 DEBUG   HandlerThread:288072 [system_info.py:_save_conda():224] Saving conda packages done
2024-08-09 19:25:29,267 INFO    HandlerThread:288072 [system_monitor.py:probe():229] Finished publishing system info
2024-08-09 19:25:29,269 DEBUG   SenderThread:288072 [sender.py:send():379] send: files
2024-08-09 19:25:29,269 INFO    SenderThread:288072 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-08-09 19:25:29,309 DEBUG   HandlerThread:288072 [handler.py:handle_request():158] handle_request: python_packages
2024-08-09 19:25:29,310 DEBUG   HandlerThread:288072 [handler.py:handle_request():158] handle_request: stop_status
2024-08-09 19:25:29,310 DEBUG   SenderThread:288072 [sender.py:send_request():406] send_request: python_packages
