2024-08-06 13:00:29,262 INFO    StreamThr :39034 [internal.py:wandb_internal():85] W&B internal server running at pid: 39034, started at: 2024-08-06 13:00:29.262397
2024-08-06 13:00:29,264 DEBUG   HandlerThread:39034 [handler.py:handle_request():158] handle_request: status
2024-08-06 13:00:29,265 INFO    WriterThread:39034 [datastore.py:open_for_write():87] open: /home/denis/Desktop/server-graph-models/new_HGNN/wandb/run-20240806_130029-rqrpu5d7/run-rqrpu5d7.wandb
2024-08-06 13:00:29,265 DEBUG   SenderThread:39034 [sender.py:send():379] send: header
2024-08-06 13:00:29,283 DEBUG   SenderThread:39034 [sender.py:send():379] send: run
2024-08-06 13:00:29,674 INFO    SenderThread:39034 [dir_watcher.py:__init__():211] watching files in: /home/denis/Desktop/server-graph-models/new_HGNN/wandb/run-20240806_130029-rqrpu5d7/files
2024-08-06 13:00:29,674 INFO    SenderThread:39034 [sender.py:_start_run_threads():1188] run started: rqrpu5d7 with start time 1722942029.262457
2024-08-06 13:00:29,680 DEBUG   HandlerThread:39034 [handler.py:handle_request():158] handle_request: check_version
2024-08-06 13:00:29,680 DEBUG   SenderThread:39034 [sender.py:send_request():406] send_request: check_version
2024-08-06 13:00:29,741 DEBUG   HandlerThread:39034 [handler.py:handle_request():158] handle_request: run_start
2024-08-06 13:00:30,877 DEBUG   HandlerThread:39034 [system_info.py:__init__():26] System info init
2024-08-06 13:00:30,877 DEBUG   HandlerThread:39034 [system_info.py:__init__():41] System info init done
2024-08-06 13:00:30,877 INFO    HandlerThread:39034 [system_monitor.py:start():194] Starting system monitor
2024-08-06 13:00:30,877 INFO    SystemMonitor:39034 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-06 13:00:30,877 INFO    HandlerThread:39034 [system_monitor.py:probe():214] Collecting system info
2024-08-06 13:00:30,878 INFO    SystemMonitor:39034 [interfaces.py:start():188] Started cpu monitoring
2024-08-06 13:00:30,879 INFO    SystemMonitor:39034 [interfaces.py:start():188] Started disk monitoring
2024-08-06 13:00:30,879 INFO    SystemMonitor:39034 [interfaces.py:start():188] Started gpu monitoring
2024-08-06 13:00:30,879 INFO    SystemMonitor:39034 [interfaces.py:start():188] Started memory monitoring
2024-08-06 13:00:30,880 INFO    SystemMonitor:39034 [interfaces.py:start():188] Started network monitoring
2024-08-06 13:00:30,886 DEBUG   HandlerThread:39034 [system_info.py:probe():152] Probing system
2024-08-06 13:00:30,892 DEBUG   HandlerThread:39034 [system_info.py:_probe_git():137] Probing git
2024-08-06 13:00:30,904 DEBUG   HandlerThread:39034 [system_info.py:_probe_git():145] Probing git done
2024-08-06 13:00:30,904 DEBUG   HandlerThread:39034 [system_info.py:probe():200] Probing system done
